date,ssn,cycle,phase,is_split_point
1996-04-01,6.8,22,trough,0
1996-05-01,7.6,22,trough,0
1996-06-01,16.5,22,trough,0
1996-07-01,11.8,22,trough,0
1996-08-01,19.7,22,trough,0
1996-09-01,3.0,22,trough,0
1996-10-01,0.7,23,trough,1
1996-11-01,24.9,23,trough,0
1996-12-01,14.0,23,trough,0
1997-01-01,7.4,23,trough,0
1997-02-01,11.0,23,trough,0
1997-03-01,12.1,23,trough,0
1997-04-01,23.0,23,trough,0
1997-05-01,25.4,23,trough,0
1997-06-01,20.8,23,trough,0
1997-07-01,12.9,23,trough,0
1997-08-01,35.7,23,rise,0
1997-09-01,59.7,23,rise,0
1997-10-01,32.8,23,rise,0
1997-11-01,50.4,23,rise,0
1997-12-01,55.5,23,rise,0
1998-01-01,44.5,23,rise,0
1998-02-01,50.2,23,rise,0
1998-03-01,82.0,23,rise,0
1998-04-01,70.6,23,rise,0
1998-05-01,74.0,23,rise,0
1998-06-01,90.5,23,rise,0
1998-07-01,96.7,23,rise,0
1998-08-01,121.1,23,rise,0
1998-09-01,132.0,23,rise,0
1998-10-01,78.5,23,rise,0
1998-11-01,97.3,23,rise,0
1998-12-01,119.2,23,rise,0
1999-01-01,86.0,23,rise,0
1999-02-01,98.0,23,rise,0
1999-03-01,103.5,23,rise,0
1999-04-01,93.6,23,rise,0
1999-05-01,149.6,23,peak,0
1999-06-01,207.2,23,peak,0
1999-07-01,173.5,23,peak,0
1999-08-01,142.3,23,rise,0
1999-09-01,106.3,23,rise,0
1999-10-01,168.7,23,peak,0
1999-11-01,188.3,23,peak,0
1999-12-01,116.8,23,rise,0
2000-01-01,133.1,23,rise,0
2000-02-01,165.7,23,peak,0
2000-03-01,217.7,23,peak,0
2000-04-01,191.5,23,peak,0
2000-05-01,165.9,23,peak,0
2000-06-01,188.0,23,peak,0
2000-07-01,244.3,23,peak,0
2000-08-01,180.5,23,peak,0
2000-09-01,156.0,23,peak,0
2000-10-01,141.6,23,rise,0
2000-11-01,158.1,23,peak,0
2000-12-01,143.3,23,rise,0
2001-01-01,142.6,23,rise,0
2001-02-01,121.5,23,rise,0
2001-03-01,165.8,23,peak,0
2001-04-01,161.7,23,peak,0
2001-05-01,142.1,23,rise,0
2001-06-01,202.9,23,peak,0
2001-07-01,123.0,23,rise,0
2001-08-01,161.5,23,peak,0
2001-09-01,238.2,23,peak,0
2001-10-01,194.1,23,peak,0
2001-11-01,176.6,23,peak,0
2001-12-01,213.4,23,peak,0
2002-01-01,184.6,23,peak,0
2002-02-01,170.2,23,peak,0
2002-03-01,147.1,23,peak,0
2002-04-01,186.9,23,peak,0
2002-05-01,187.5,23,peak,0
2002-06-01,128.8,23,decline,0
2002-07-01,161.0,23,peak,0
2002-08-01,175.6,23,peak,0
2002-09-01,187.9,23,peak,0
2002-10-01,151.2,23,peak,0
2002-11-01,147.2,23,peak,0
2002-12-01,135.3,23,decline,0
2003-01-01,133.5,23,decline,0
2003-02-01,75.7,23,decline,0
2003-03-01,100.7,23,decline,0
2003-04-01,97.9,23,decline,0
2003-05-01,86.8,23,decline,0
2003-06-01,118.7,23,decline,0
2003-07-01,128.3,23,decline,0
2003-08-01,115.4,23,decline,0
2003-09-01,78.5,23,decline,0
2003-10-01,97.8,23,decline,0
2003-11-01,82.9,23,decline,0
2003-12-01,72.2,23,decline,0
2004-01-01,60.6,23,decline,0
2004-02-01,74.6,23,decline,0
2004-03-01,74.8,23,decline,0
2004-04-01,59.2,23,decline,0
2004-05-01,72.8,23,decline,0
2004-06-01,66.5,23,decline,0
2004-07-01,83.8,23,decline,0
2004-08-01,69.7,23,decline,0
2004-09-01,48.8,23,decline,0
2004-10-01,74.2,23,decline,0
2004-11-01,70.1,23,decline,0
2004-12-01,28.9,23,decline,0
2005-01-01,48.1,23,decline,0
2005-02-01,43.5,23,decline,0
2005-03-01,39.6,23,decline,0
2005-04-01,38.7,23,decline,0
2005-05-01,61.9,23,decline,0
2005-06-01,56.8,23,decline,0
2005-07-01,62.4,23,decline,0
2005-08-01,60.5,23,decline,0
2005-09-01,37.2,23,decline,0
2005-10-01,13.2,23,trough,0
2005-11-01,27.5,23,decline,0
2005-12-01,59.3,23,decline,0
2006-01-01,20.9,23,trough,0
2006-02-01,5.7,23,trough,0
2006-03-01,17.3,23,trough,0
2006-04-01,50.3,23,decline,0
2006-05-01,37.2,23,decline,0
2006-06-01,24.5,23,trough,0
2006-07-01,22.2,23,trough,0
2006-08-01,20.8,23,trough,0
2006-09-01,23.7,23,trough,0
2006-10-01,14.9,23,trough,0
2006-11-01,35.7,23,decline,0
2006-12-01,22.3,23,trough,0
2007-01-01,29.3,23,decline,0
2007-02-01,18.4,23,trough,0
2007-03-01,7.2,23,trough,0
2007-04-01,5.4,23,trough,0
2007-05-01,19.5,23,trough,0
2007-06-01,21.3,23,trough,0
2007-07-01,15.1,23,trough,0
2007-08-01,9.8,23,trough,0
2007-09-01,4.0,23,trough,0
2007-10-01,1.5,23,trough,0
2007-11-01,2.8,23,trough,0
2007-12-01,17.3,23,trough,0
2008-01-01,4.1,23,trough,0
2008-02-01,2.9,23,trough,0
2008-03-01,15.5,23,trough,0
2008-04-01,3.6,23,trough,0
2008-05-01,4.6,23,trough,0
2008-06-01,5.2,23,trough,0
2008-07-01,0.6,23,trough,0
2008-08-01,0.3,23,trough,0
